"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"203","FDV45",16.75,"Low Fat",0.045302246,"Snack Foods",189.1556,"OUT017",NA,"Tier 2","Supermarket Type1",3046.30367464798
"204","FDL26",18,"Low Fat",0.073341257,"Canned",155.7972,"OUT045",NA,"Tier 2","Supermarket Type1",2453.77588336108
"205","FDA56",9.21,"Low Fat",0.00880049,"Fruits and Vegetables",123.0414,"OUT018","Medium","Tier 3","Supermarket Type2",1736.05641301631
"206","FDN27",20.85,"Low Fat",0.039562497,"Meat",118.1808,"OUT046","Small","Tier 1","Supermarket Type1",1886.9540430664
"207","FDM20",10,"Low Fat",0.038745948,"Fruits and Vegetables",245.0144,"OUT049","Medium","Tier 1","Supermarket Type1",4007.38141583434
"208","FDO16",5.48,"Low Fat",0.015193653,"Frozen Foods",82.825,"OUT017",NA,"Tier 2","Supermarket Type1",1397.08180784469
"209","FDL03",19.25,"Regular",0.027075481,"Meat",195.611,"OUT035","Small","Tier 2","Supermarket Type1",3280.18556002188
"210","FDE58",18.5,"Low Fat",0.052068722,"Snack Foods",117.0124,"OUT046","Small","Tier 1","Supermarket Type1",1860.19886522539
"211","FDI02",NA,"Regular",0.114010306,"Canned",112.2202,"OUT027","Medium","Tier 3","Supermarket Type3",3327.06844506147
"212","NCC55",NA,"LF",0.111641021,"Household",38.8848,"OUT019","Small","Tier 1","Grocery Store",-1302.59290081723
"213","FDR03",15.7,"Regular",0.008771522,"Meat",205.798,"OUT018","Medium","Tier 3","Supermarket Type2",3025.20253640701
"214","FDB14",20.25,"Regular",0.103304968,"Canned",92.612,"OUT017",NA,"Tier 2","Supermarket Type1",1679.75903058244
"215","FDR45",10.8,"LF",0.028919203,"Snack Foods",240.9222,"OUT013","High","Tier 3","Supermarket Type1",3801.42402629461
"216","NCN07",18.5,"Low Fat",0.034136703,"Others",130.0284,"OUT017",NA,"Tier 2","Supermarket Type1",2180.77307190607
"217","FDM51",NA,"Regular",0.045393469,"Meat",102.2674,"OUT019","Small","Tier 1","Grocery Store",-206.031700291186
"218","FDT52",NA,"Regular",0.047199898,"Frozen Foods",244.9144,"OUT027","Medium","Tier 3","Supermarket Type3",5334.96304332668
"219","FDL26",18,"Low Fat",0.07319282,"Canned",154.2972,"OUT046","Small","Tier 1","Supermarket Type1",2477.9840356683
"220","NCZ42",10.5,"Low Fat",0.011287929,"Household",238.9248,"OUT046","Small","Tier 1","Supermarket Type1",3747.29144963936
"221","DRI47",NA,"Low Fat",0.036628533,"Hard Drinks",145.6128,"OUT019","Small","Tier 1","Grocery Store",425.122051850709
"222","FDW40",14,"Regular",0.105057952,"Frozen Foods",141.1812,"OUT013","High","Tier 3","Supermarket Type1",2301.76307009756
"223","FDN34",15.6,"Regular",0,"Snack Foods",169.2132,"OUT046","Small","Tier 1","Supermarket Type1",2720.21240632941
"224","FDS01",11.6,"Low Fat",0.017741644,"Canned",178.3686,"OUT035","Small","Tier 2","Supermarket Type1",3007.76504625288
"225","NCG55",16.25,"Low Fat",0.039225553,"Household",116.2176,"OUT045",NA,"Tier 2","Supermarket Type1",1778.70320753073
"226","FDC11",20.5,"Low Fat",0.141766029,"Starchy Foods",87.4172,"OUT035","Small","Tier 2","Supermarket Type1",1574.54186123212
"227","FDX35",5.035,"Regular",0.080236064,"Breads",226.4036,"OUT018","Medium","Tier 3","Supermarket Type2",3366.79535408958
"228","NCB06",17.6,"Low Fat",0.082332074,"Health and Hygiene",160.392,"OUT046","Small","Tier 1","Supermarket Type1",2540.68064947456
"229","FDR09",NA,"Low Fat",0.136085739,"Snack Foods",259.8962,"OUT019","Small","Tier 1","Grocery Store",2187.24503432383
"230","FDC53",8.68,"Low Fat",0.008885672,"Frozen Foods",96.9384,"OUT017",NA,"Tier 2","Supermarket Type1",1610.71662882592
"231","FDY45",17.5,"Low Fat",0,"Snack Foods",255.2356,"OUT013","High","Tier 3","Supermarket Type1",4044.01095852608
"232","FDA22",7.435,"Low Fat",0.141355941,"Starchy Foods",168.5158,"OUT010",NA,"Tier 3","Grocery Store",789.310995698425
"233","FDE02",8.71,"Low Fat",0.121227447,"Canned",95.2778,"OUT035","Small","Tier 2","Supermarket Type1",1719.79828714482
"234","FDW21",5.34,"Regular",0.005975976,"Snack Foods",100.8358,"OUT045",NA,"Tier 2","Supermarket Type1",1627.68932019424
"235","FDV34",10.695,"Regular",0.011425458,"Snack Foods",73.6038,"OUT046","Small","Tier 1","Supermarket Type1",1241.19124568516
"236","FDS59",14.8,"Regular",0.043961689,"Breads",109.157,"OUT049","Medium","Tier 1","Supermarket Type1",1897.27619483037
"237","NCW17",18,"Low Fat",0.01949589,"Health and Hygiene",127.8994,"OUT017",NA,"Tier 2","Supermarket Type1",2158.46158349204
"238","NCK54",12.15,"Low Fat",0.029523375,"Household",117.215,"OUT046","Small","Tier 1","Supermarket Type1",1849.55568394539
"239","FDG17",NA,"Regular",0.062751586,"Frozen Foods",244.2486,"OUT019","Small","Tier 1","Grocery Store",1979.24178397054
"240","FDG35",21.2,"Regular",0,"Starchy Foods",173.0738,"OUT017",NA,"Tier 2","Supermarket Type1",2929.92186584299
"241","FDD08",8.3,"Low Fat",0.059175953,"Fruits and Vegetables",37.8506,"OUT010",NA,"Tier 3","Grocery Store",-1240.48115798491
"242","NCO07",9.06,"Low Fat",0.009831566,"Others",211.156,"OUT017",NA,"Tier 2","Supermarket Type1",3461.54107934689
"243","FDJ10",5.095,"reg",0.216762584,"Snack Foods",142.2838,"OUT010",NA,"Tier 3","Grocery Store",315.832434343572
"244","FDW36",11.15,"Low Fat",0.057254675,"Baking Goods",104.0622,"OUT017",NA,"Tier 2","Supermarket Type1",1807.42571194583
"245","FDW21",5.34,"Regular",0,"Snack Foods",101.0358,"OUT010",NA,"Tier 3","Grocery Store",-251.110260204286
"246","FDY19",19.75,"Low Fat",0.041598912,"Fruits and Vegetables",118.0466,"OUT017",NA,"Tier 2","Supermarket Type1",2003.95559983019
"247","DRE03",19.6,"Low Fat",0.024206741,"Dairy",47.0718,"OUT013","High","Tier 3","Supermarket Type1",769.146943175181
"248","NCC55",10.695,"Low Fat",0.063862271,"Household",38.1848,"OUT049","Medium","Tier 1","Supermarket Type1",718.853437464677
"249","FDH52",9.42,"Regular",0.073484791,"Frozen Foods",63.6194,"OUT010",NA,"Tier 3","Grocery Store",-856.654968571714
"250","FDO09",13.5,"Regular",0.125983278,"Snack Foods",264.691,"OUT017",NA,"Tier 2","Supermarket Type1",4334.79594482236
"251","FDU43",19.35,"Regular",0.058161092,"Fruits and Vegetables",239.4564,"OUT045",NA,"Tier 2","Supermarket Type1",3772.22810845503
"252","FDX09",9,"Low Fat",0.1092139,"Snack Foods",175.037,"OUT010",NA,"Tier 3","Grocery Store",880.490239565711
"253","FDH40",NA,"Regular",0.138195491,"Frozen Foods",83.1276,"OUT019","Small","Tier 1","Grocery Store",-532.210858977753
"254","FDW58",20.75,"Low Fat",0.007595816,"Snack Foods",104.4622,"OUT017",NA,"Tier 2","Supermarket Type1",1784.91025723793
"255","FDC47",15,"Low Fat",0.11956313,"Snack Foods",227.2694,"OUT017",NA,"Tier 2","Supermarket Type1",3707.49708700817
"256","NCR41",17.85,"LF",0.018020588,"Health and Hygiene",94.4094,"OUT035","Small","Tier 2","Supermarket Type1",1623.55580273691
"257","DRG49",7.81,"Low Fat",0.067442541,"Soft Drinks",244.7486,"OUT035","Small","Tier 2","Supermarket Type1",3995.18258035986
"258","FDC52",NA,"Regular",0.008239804,"Dairy",152.2708,"OUT027","Medium","Tier 3","Supermarket Type3",3883.9527917208
"259","FDY13",12.1,"Low Fat",0.030127406,"Canned",74.567,"OUT046","Small","Tier 1","Supermarket Type1",1248.03348138885
"260","FDY35",17.6,"Regular",0.016014343,"Breads",44.0402,"OUT013","High","Tier 3","Supermarket Type1",811.799472487829
"261","FDI35",14,"Low Fat",0.041524729,"Starchy Foods",181.7634,"OUT017",NA,"Tier 2","Supermarket Type1",3036.90214574374
"262","NCU18",15.1,"Low Fat",0.055926872,"Household",141.4496,"OUT049","Medium","Tier 1","Supermarket Type1",2317.99060624985
"263","FDY33",14.5,"Regular",0.097597084,"Snack Foods",158.5262,"OUT018","Medium","Tier 3","Supermarket Type2",2278.59460985413
"264","FDC15",NA,"Low Fat",0.177107232,"Dairy",157.5288,"OUT027","Medium","Tier 3","Supermarket Type3",3923.28786611697
"265","FDU01",20.25,"Regular",0,"Canned",186.4924,"OUT049","Medium","Tier 1","Supermarket Type1",3113.59403331147
"266","NCU42",9,"Low Fat",0.019506654,"Household",169.5474,"OUT046","Small","Tier 1","Supermarket Type1",2670.16226905222
"267","NCV29",11.8,"Low Fat",0.022936556,"Health and Hygiene",177.6686,"OUT018","Medium","Tier 3","Supermarket Type2",2543.26650915764
"268","NCY30",20.25,"Low Fat",0.02610006,"Household",182.8976,"OUT017",NA,"Tier 2","Supermarket Type1",2916.42805030724
"269","FDQ46",7.51,"Low Fat",0.103974431,"Snack Foods",112.1544,"OUT049","Medium","Tier 1","Supermarket Type1",1902.17259333166
"270","FDG58",NA,"Regular",0.086360962,"Snack Foods",153.7972,"OUT027","Medium","Tier 3","Supermarket Type3",3937.37455117301
"271","FDK33",17.85,"Low Fat",0.011298801,"Snack Foods",213.256,"OUT017",NA,"Tier 2","Supermarket Type1",3483.95600494921
"272","NCD07",9.1,"Low Fat",0.055541153,"Household",115.6518,"OUT045",NA,"Tier 2","Supermarket Type1",1783.44270739263
"273","NCX29",NA,"Low Fat",0.088720803,"Health and Hygiene",144.4102,"OUT027","Medium","Tier 3","Supermarket Type3",3751.00137248062
"274","NCT42",5.88,"Low Fat",0.024866609,"Household",148.3392,"OUT013","High","Tier 3","Supermarket Type1",2376.18400959529
"275","DRN59",15,"Low Fat",0.064129493,"Hard Drinks",45.906,"OUT035","Small","Tier 2","Supermarket Type1",911.184253975252
"276","FDI44",16.1,"Low Fat",0.100213917,"Fruits and Vegetables",79.0328,"OUT035","Small","Tier 2","Supermarket Type1",1458.2233430487
"277","FDA45",21.25,"Low Fat",0.155621254,"Snack Foods",178.237,"OUT049","Medium","Tier 1","Supermarket Type1",2904.8217903689
"278","FDP31",21.1,"Regular",0.161832494,"Fruits and Vegetables",65.7168,"OUT045",NA,"Tier 2","Supermarket Type1",1064.37504384646
"279","FDY01",11.8,"Regular",0.170283492,"Canned",115.1834,"OUT046","Small","Tier 1","Supermarket Type1",1922.7909210718
"280","FDT09",15.15,"Regular",0.012313256,"Snack Foods",132.8284,"OUT018","Medium","Tier 3","Supermarket Type2",1877.33531503272
"281","DRH03",NA,"Low Fat",0,"Dairy",94.812,"OUT027","Medium","Tier 3","Supermarket Type3",2947.20017912084
"282","FDA36",5.985,"Low Fat",0.005689466,"Baking Goods",186.6924,"OUT018","Medium","Tier 3","Supermarket Type2",2701.80413802276
"283","NCF31",9.13,"Low Fat",0.052140695,"Household",153.4024,"OUT017",NA,"Tier 2","Supermarket Type1",2506.87284142095
"284","FDG14",9,"Regular",0.050579228,"Canned",151.3024,"OUT049","Medium","Tier 1","Supermarket Type1",2587.1202275859
"285","FDG28",NA,"Regular",0.04904165,"Frozen Foods",245.5144,"OUT027","Medium","Tier 3","Supermarket Type3",5347.33545963513
"286","FDU14",17.75,"Low Fat",0.034806679,"Dairy",250.175,"OUT049","Medium","Tier 1","Supermarket Type1",4000.80477102511
"287","FDY47",NA,"Regular",0.095395258,"Breads",131.131,"OUT019","Small","Tier 1","Grocery Store",242.649841284401
"288","FDI56",7.325,"Low Fat",0.093530571,"Fruits and Vegetables",90.4146,"OUT049","Medium","Tier 1","Supermarket Type1",1605.85427412122
"289","DRD01",12.1,"Regular",0.061124626,"Soft Drinks",56.4614,"OUT013","High","Tier 3","Supermarket Type1",985.294710018527
"290","FDM22",14,"Regular",0,"Snack Foods",54.864,"OUT046","Small","Tier 1","Supermarket Type1",943.214030200425
"291","FDH33",12.85,"Low Fat",0.121624114,"Snack Foods",42.2428,"OUT013","High","Tier 3","Supermarket Type1",737.244535949601
"292","DRZ24",7.535,"Low Fat",0.081719458,"Soft Drinks",118.444,"OUT013","High","Tier 3","Supermarket Type1",1916.87403717467
"293","NCQ38",16.35,"Low Fat",0.01336643,"Others",105.228,"OUT046","Small","Tier 1","Supermarket Type1",1674.44982572857
"294","FDO16",NA,"Low Fat",0.015035032,"Frozen Foods",84.025,"OUT027","Medium","Tier 3","Supermarket Type3",2792.59739497439
"295","FDU07",NA,"Low Fat",0.059557164,"Fruits and Vegetables",149.2366,"OUT027","Medium","Tier 3","Supermarket Type3",3864.85258978559
"296","NCB07",19.2,"Low Fat",0.077443049,"Household",194.511,"OUT013","High","Tier 3","Supermarket Type1",3069.68523560212
"297","FDU48",18.85,"Low Fat",0.055470721,"Baking Goods",132.1284,"OUT045",NA,"Tier 2","Supermarket Type1",2029.31943690065
"298","NCM43",14.5,"Low Fat",0.019514867,"Others",165.121,"OUT045",NA,"Tier 2","Supermarket Type1",2534.21202147739
"299","FDR31",6.46,"Regular",0.08228859,"Fruits and Vegetables",144.4102,"OUT010",NA,"Tier 3","Grocery Store",463.706477152039
"300","DRK49",14.15,"Low Fat",0.036090136,"Soft Drinks",41.1138,"OUT018","Medium","Tier 3","Supermarket Type2",392.979502928034
"301","NCI30",20.25,"Low Fat",0.098645981,"Household",244.746,"OUT010",NA,"Tier 3","Grocery Store",1918.47969536035
"302","DRD60",15.7,"Low Fat",0.03744271,"Soft Drinks",181.1634,"OUT017",NA,"Tier 2","Supermarket Type1",2971.82097066413
"303","NCG19",20.25,"Low Fat",0.147933567,"Household",235.3616,"OUT046","Small","Tier 1","Supermarket Type1",3673.35118466807
"304","FDH12",9.6,"LF",0.084937598,"Baking Goods",105.028,"OUT035","Small","Tier 2","Supermarket Type1",1811.53265757283
"305","FDM32",20.5,"Low Fat",0.020601136,"Fruits and Vegetables",91.683,"OUT035","Small","Tier 2","Supermarket Type1",1646.80745645215
"306","FDM27",12.35,"Regular",0.158439388,"Meat",156.0946,"OUT035","Small","Tier 2","Supermarket Type1",2678.12241813575
"307","NCU53",NA,"Low Fat",0,"Health and Hygiene",165.7842,"OUT027","Medium","Tier 3","Supermarket Type3",4085.1537860783
"308","NCQ18",15.75,"Low Fat",0.135072801,"Household",99.17,"OUT046","Small","Tier 1","Supermarket Type1",1561.83521619093
"309","FDS10",19.2,"Low Fat",0.035156307,"Snack Foods",179.1318,"OUT013","High","Tier 3","Supermarket Type1",2856.11147006483
"310","FDB33",NA,"Low Fat",0.014509564,"Fruits and Vegetables",157.4262,"OUT027","Medium","Tier 3","Supermarket Type3",3989.04933190175
"311","FDI12",9.395,"Regular",0.100315391,"Baking Goods",85.8856,"OUT013","High","Tier 3","Supermarket Type1",1475.64354941233
"312","NCW42",18.2,"Low Fat",0.058420325,"Household",221.4456,"OUT013","High","Tier 3","Supermarket Type1",3490.86046327699
"313","NCC06",19,"Low Fat",0.027096298,"Household",128.6336,"OUT018","Medium","Tier 3","Supermarket Type2",1736.98438813089
"314","FDW02",4.805,"Regular",0.037912667,"Dairy",125.8704,"OUT017",NA,"Tier 2","Supermarket Type1",2159.82404296372
"315","NCD43",8.85,"Low Fat",0.016110572,"Household",104.2964,"OUT017",NA,"Tier 2","Supermarket Type1",1779.04790878775
"316","FDM57",11.65,"Regular",0.076158144,"Snack Foods",82.9908,"OUT018","Medium","Tier 3","Supermarket Type2",1108.16406057113
"317","FDA58",9.395,"Low Fat",0.104338095,"Snack Foods",236.8932,"OUT017",NA,"Tier 2","Supermarket Type1",3867.92685171258
"318","FDK56",9.695,"Low Fat",0.129998012,"Fruits and Vegetables",185.1898,"OUT046","Small","Tier 1","Supermarket Type1",2979.9192142702
"319","FDP52",18.7,"Regular",0,"Frozen Foods",231.201,"OUT045",NA,"Tier 2","Supermarket Type1",3587.83711775235
"320","FDW20",20.75,"LF",0.024247803,"Fruits and Vegetables",123.973,"OUT018","Medium","Tier 3","Supermarket Type2",1696.22322557015
"321","FDS52",8.89,"Low Fat",0.005483027,"Frozen Foods",100.4016,"OUT049","Medium","Tier 1","Supermarket Type1",1701.23893234367
"322","NCT29",12.6,"Low Fat",0.064371885,"Health and Hygiene",119.8414,"OUT018","Medium","Tier 3","Supermarket Type2",1641.57703189929
"323","NCL54",12.6,"Low Fat",0.082684949,"Household",176.6054,"OUT013","High","Tier 3","Supermarket Type1",2803.46067282219
"324","FDC05",13.1,"Regular",0.098984923,"Frozen Foods",198.2768,"OUT045",NA,"Tier 2","Supermarket Type1",3085.92910339138
"325","FDF34",9.3,"Regular",0.014016743,"Snack Foods",196.8084,"OUT035","Small","Tier 2","Supermarket Type1",3304.65758261891
"326","FDP03",NA,"Regular",0.060880827,"Meat",124.4388,"OUT027","Medium","Tier 3","Supermarket Type3",3496.0542266323
"327","FDD32",17.7,"Regular",0.068511767,"Fruits and Vegetables",83.2276,"OUT010",NA,"Tier 3","Grocery Store",-509.995864199755
"328","FDZ10",17.85,"Low Fat",0,"Snack Foods",127.502,"OUT045",NA,"Tier 2","Supermarket Type1",1948.64375014926
"329","FDZ40",8.935,"Low Fat",0.04017515,"Frozen Foods",54.1298,"OUT035","Small","Tier 2","Supermarket Type1",1027.02954104102
"330","FDD51",11.15,"Low Fat",0.120441348,"Dairy",43.7744,"OUT018","Medium","Tier 3","Supermarket Type2",426.236077063173
"331","NCY30",NA,"Low Fat",0.045440803,"Household",179.5976,"OUT019","Small","Tier 1","Grocery Store",915.528025367886
"332","FDP58",11.1,"LF",0.135906738,"Snack Foods",217.9482,"OUT017",NA,"Tier 2","Supermarket Type1",3537.31665250615
"333","FDV49",10,"Low Fat",0.025973288,"Canned",264.3226,"OUT017",NA,"Tier 2","Supermarket Type1",4330.20317028618
"334","FDY24",NA,"Regular",0.23372937,"Baking Goods",52.4298,"OUT019","Small","Tier 1","Grocery Store",-981.926542932156
"335","NCO55",12.8,"Low Fat",0.091552173,"Others",107.1938,"OUT017",NA,"Tier 2","Supermarket Type1",1836.11543906037
"336","FDR13",9.895,"Regular",0.028883289,"Canned",116.6492,"OUT017",NA,"Tier 2","Supermarket Type1",2008.98158258392
"337","FDS51",13.35,"Low Fat",0.03236252,"Meat",62.0194,"OUT017",NA,"Tier 2","Supermarket Type1",1151.26001004011
"338","FDP26",7.785,"Low Fat",0.139835844,"Dairy",104.7306,"OUT045",NA,"Tier 2","Supermarket Type1",1611.2768740208
"339","NCB54",NA,"Low Fat",0.049810328,"Health and Hygiene",129.2336,"OUT027","Medium","Tier 3","Supermarket Type3",3515.1921271132
"340","FDF32",16.35,"Low Fat",0.068466049,"Fruits and Vegetables",197.1426,"OUT017",NA,"Tier 2","Supermarket Type1",3213.13834570393
"341","FDN31",11.5,"Low Fat",0.073178424,"Fruits and Vegetables",189.153,"OUT018","Medium","Tier 3","Supermarket Type2",2760.85133322758
"342","DRM48",15.2,"Low Fat",0.113535259,"Soft Drinks",36.0848,"OUT017",NA,"Tier 2","Supermarket Type1",714.38570909084
"343","FDN20",19.35,"Low Fat",0.026222599,"Fruits and Vegetables",169.0474,"OUT049","Medium","Tier 1","Supermarket Type1",2807.11700100543
"344","DRL01",19.5,"Regular",0,"Soft Drinks",233.1958,"OUT046","Small","Tier 1","Supermarket Type1",3692.18003249733
"345","FDV56",16.1,"Regular",0.01361686,"Fruits and Vegetables",107.2596,"OUT049","Medium","Tier 1","Supermarket Type1",1893.3771146808
"346","DRH13",NA,"Low Fat",0.023770288,"Soft Drinks",107.728,"OUT027","Medium","Tier 3","Supermarket Type3",3157.61186246078
"347","FDA03",18.5,"Regular",0.045720935,"Dairy",145.6102,"OUT017",NA,"Tier 2","Supermarket Type1",2441.15800785643
"348","FDF47",NA,"Low Fat",0.097145513,"Starchy Foods",223.8746,"OUT027","Medium","Tier 3","Supermarket Type3",5013.83972169489
"349","FDX32",15.1,"Regular",0.099858247,"Fruits and Vegetables",146.4786,"OUT046","Small","Tier 1","Supermarket Type1",2409.00524905502
"350","FDX57",17.25,"Regular",0.047339698,"Snack Foods",96.5068,"OUT049","Medium","Tier 1","Supermarket Type1",1682.06727832038
"351","NCA30",19,"LF",0.129596025,"Household",190.5872,"OUT045",NA,"Tier 2","Supermarket Type1",2870.18928407504
"352","FDO49",10.6,"Regular",0.033024663,"Breakfast",49.3008,"OUT013","High","Tier 3","Supermarket Type1",907.659423221415
"353","FDL04",NA,"Low Fat",0.195963464,"Frozen Foods",105.1622,"OUT019","Small","Tier 1","Grocery Store",-231.391066473843
"354","DRM48",15.2,"Low Fat",0.112875322,"Soft Drinks",37.2848,"OUT035","Small","Tier 2","Supermarket Type1",751.671805151239
"355","FDR16",5.845,"Regular",0.104930609,"Frozen Foods",212.3218,"OUT013","High","Tier 3","Supermarket Type1",3424.63261359778
"356","NCC19",6.57,"Low Fat",0.097275225,"Household",192.682,"OUT018","Medium","Tier 3","Supermarket Type2",2757.55222330947
"357","NCE42",21.1,"Low Fat",0.010623794,"Household",235.4958,"OUT045",NA,"Tier 2","Supermarket Type1",3597.75550488421
"358","FDY24",4.88,"Regular",0.134248297,"Baking Goods",54.9298,"OUT017",NA,"Tier 2","Supermarket Type1",1031.83467753679
"359","FDH19",19.35,"Low Fat",0.033139916,"Meat",175.4738,"OUT049","Medium","Tier 1","Supermarket Type1",2878.42773362167
"360","FDJ46",11.1,"Low Fat",0.044786137,"Snack Foods",173.4054,"OUT013","High","Tier 3","Supermarket Type1",2782.31786316753
"361","FDN45",19.35,"Low Fat",0.197679823,"Snack Foods",224.6088,"OUT010",NA,"Tier 3","Grocery Store",1604.02905467766
"362","FDY08",9.395,"Regular",0.171042873,"Fruits and Vegetables",139.9838,"OUT035","Small","Tier 2","Supermarket Type1",2461.65719831415
"363","FDZ37",8.1,"Regular",0.019764765,"Canned",86.6198,"OUT035","Small","Tier 2","Supermarket Type1",1628.10750313084
"364","NCT30",9.1,"LF",0.080455726,"Household",47.3718,"OUT045",NA,"Tier 2","Supermarket Type1",659.567898872127
