"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"209","FDL03",19.25,"Regular","Meat",195.611,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2664.56582680176
"210","FDE58",18.5,"Low Fat","Snack Foods",117.0124,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1971.24451765964
"211","FDI02",12.8871284490036,"Regular","Canned",112.2202,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3359.3442475782
"212","NCC55",9.45714546415147,"LF","Household",38.8848,"OUT019",1985,"Small","Tier 1","Grocery Store",-1309.35739448272
"213","FDR03",15.7,"Regular","Meat",205.798,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3821.04457589179
"214","FDB14",20.25,"Regular","Canned",92.612,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1934.21897807864
"215","FDR45",10.8,"LF","Snack Foods",240.9222,"OUT013",1987,"High","Tier 3","Supermarket Type1",5606.63664887983
"216","NCN07",18.5,"Low Fat","Others",130.0284,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1938.60007672752
"217","FDM51",11.8036530179162,"Regular","Meat",102.2674,"OUT019",1985,"Small","Tier 1","Grocery Store",-106.772700101463
"218","FDT52",16.106047846559,"Regular","Frozen Foods",244.9144,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4760.79203245789
"219","FDL26",18,"Low Fat","Canned",154.2972,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3152.62762225932
"220","NCZ42",10.5,"Low Fat","Household",238.9248,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4157.87625263918
"221","DRI47",10.5924905635905,"Low Fat","Hard Drinks",145.6128,"OUT019",1985,"Small","Tier 1","Grocery Store",784.809332363604
"222","FDW40",14,"Regular","Frozen Foods",141.1812,"OUT013",1987,"High","Tier 3","Supermarket Type1",2884.74314955462
"223","FDN34",15.6,"Regular","Snack Foods",169.2132,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3264.83597072679
"224","FDS01",11.6,"Low Fat","Canned",178.3686,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2840.36037005968
"225","NCG55",16.25,"Low Fat","Household",116.2176,"OUT045",2002,"High","Tier 2","Supermarket Type1",2366.62693132251
"226","FDC11",20.5,"Low Fat","Starchy Foods",87.4172,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1880.11093348994
"227","FDX35",5.035,"Regular","Breads",226.4036,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3342.61461868023
"228","NCB06",17.6,"Low Fat","Health and Hygiene",160.392,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2599.72943636371
"229","FDR09",14.1370791179103,"Low Fat","Snack Foods",259.8962,"OUT019",1985,"Small","Tier 1","Grocery Store",1488.40920638728
"230","FDC53",8.68,"Low Fat","Frozen Foods",96.9384,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1461.72963906623
"231","FDY45",17.5,"Low Fat","Snack Foods",255.2356,"OUT013",1987,"High","Tier 3","Supermarket Type1",3496.04417661416
"232","FDA22",7.435,"Low Fat","Starchy Foods",168.5158,"OUT010",1998,"Medium","Tier 3","Grocery Store",1402.31909255312
"233","FDE02",8.71,"Low Fat","Canned",95.2778,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1974.08199168571
"234","FDW21",5.34,"Regular","Snack Foods",100.8358,"OUT045",2002,"High","Tier 2","Supermarket Type1",1398.40852875309
"235","FDV34",10.695,"Regular","Snack Foods",73.6038,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1276.64049108129
"236","FDS59",14.8,"Regular","Breads",109.157,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2103.6941953709
"237","NCW17",18,"Low Fat","Health and Hygiene",127.8994,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2807.86846110144
"238","NCK54",12.15,"Low Fat","Household",117.215,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1625.80149986459
"239","FDG17",11.6972146910891,"Regular","Frozen Foods",244.2486,"OUT019",1985,"Small","Tier 1","Grocery Store",3033.3502768503
"240","FDG35",21.2,"Regular","Starchy Foods",173.0738,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2203.06200152903
"241","FDD08",8.3,"Low Fat","Fruits and Vegetables",37.8506,"OUT010",1998,"Small","Tier 3","Grocery Store",-1501.6197333205
"242","NCO07",9.06,"Low Fat","Others",211.156,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3147.930545868
"243","FDJ10",5.095,"reg","Snack Foods",142.2838,"OUT010",1998,"Small","Tier 3","Grocery Store",116.030716712647
"244","FDW36",11.15,"Low Fat","Baking Goods",104.0622,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1448.96101595079
"245","FDW21",5.34,"Regular","Snack Foods",101.0358,"OUT010",1998,"Medium","Tier 3","Grocery Store",-597.409010573135
"246","FDY19",19.75,"Low Fat","Fruits and Vegetables",118.0466,"OUT017",2007,"High","Tier 2","Supermarket Type1",2665.69439762825
"247","DRE03",19.6,"Low Fat","Dairy",47.0718,"OUT013",1987,"High","Tier 3","Supermarket Type1",951.381935393438
"248","NCC55",10.695,"Low Fat","Household",38.1848,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",726.390509476498
"249","FDH52",9.42,"Regular","Frozen Foods",63.6194,"OUT010",1998,"Small","Tier 3","Grocery Store",-841.852363039928
"250","FDO09",13.5,"Regular","Snack Foods",264.691,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4262.36319768391
"251","FDU43",19.35,"Regular","Fruits and Vegetables",239.4564,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2007.32862853855
"252","FDX09",9,"Low Fat","Snack Foods",175.037,"OUT010",1998,"High","Tier 3","Grocery Store",1347.13984692625
"253","FDH40",12.0455175631674,"Regular","Frozen Foods",83.1276,"OUT019",1985,"Small","Tier 1","Grocery Store",-624.262489467314
"254","FDW58",20.75,"Low Fat","Snack Foods",104.4622,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1733.14973817673
"255","FDC47",15,"Low Fat","Snack Foods",227.2694,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4632.58947627844
"256","NCR41",17.85,"LF","Health and Hygiene",94.4094,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1786.41226439576
"257","DRG49",7.81,"Low Fat","Soft Drinks",244.7486,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4056.40499295225
"258","FDC52",10.1734678946609,"Regular","Dairy",152.2708,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3445.94386262419
"259","FDY13",12.1,"Low Fat","Canned",74.567,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1545.67764556334
"260","FDY35",17.6,"Regular","Breads",44.0402,"OUT013",1987,"High","Tier 3","Supermarket Type1",1186.99013626842
"261","FDI35",14,"Low Fat","Starchy Foods",181.7634,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4073.30717998071
"262","NCU18",15.1,"Low Fat","Household",141.4496,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2485.70189559623
"263","FDY33",14.5,"Regular","Snack Foods",158.5262,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3040.83192770616
"264","FDC15",15.4124922010023,"Low Fat","Dairy",157.5288,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3699.94056141975
"265","FDU01",20.25,"Regular","Canned",186.4924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3219.36923997513
"266","NCU42",9,"Low Fat","Household",169.5474,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3726.28773654692
"267","NCV29",11.8,"Low Fat","Health and Hygiene",177.6686,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2449.07806267279
"268","NCY30",20.25,"Low Fat","Household",182.8976,"OUT017",2007,"High","Tier 2","Supermarket Type1",3094.1343154645
"269","FDQ46",7.51,"Low Fat","Snack Foods",112.1544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1868.52010243063
"270","FDG58",10.1979807834122,"Regular","Snack Foods",153.7972,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3802.9406051807
"271","FDK33",17.85,"Low Fat","Snack Foods",213.256,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3621.40481550184
"272","NCD07",9.1,"Low Fat","Household",115.6518,"OUT045",2002,"High","Tier 2","Supermarket Type1",1197.03911378608
"273","NCX29",15.2328316993974,"Low Fat","Health and Hygiene",144.4102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3761.1587928097
"274","NCT42",5.88,"Low Fat","Household",148.3392,"OUT013",1987,"High","Tier 3","Supermarket Type1",1756.26292894615
"275","DRN59",15,"Low Fat","Hard Drinks",45.906,"OUT035",2004,"Small","Tier 2","Supermarket Type1",574.582002710161
"276","FDI44",16.1,"Low Fat","Fruits and Vegetables",79.0328,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1247.31774995808
"277","FDA45",21.25,"Low Fat","Snack Foods",178.237,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2603.47311900328
"278","FDP31",21.1,"Regular","Fruits and Vegetables",65.7168,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",632.268862058638
"279","FDY01",11.8,"Regular","Canned",115.1834,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1873.11737741958
"280","FDT09",15.15,"Regular","Snack Foods",132.8284,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1920.90942033827
"281","DRH03",8.53896293051043,"Low Fat","Dairy",94.812,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2920.47991346509
"282","FDA36",5.985,"Low Fat","Baking Goods",186.6924,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1897.25932252131
"283","NCF31",9.13,"Low Fat","Household",153.4024,"OUT017",2007,"High","Tier 2","Supermarket Type1",2014.00858451824
"284","FDG14",9,"Regular","Canned",151.3024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3950.4487642948
"285","FDG28",12.2019431203143,"Regular","Frozen Foods",245.5144,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3887.79339266379
"286","FDU14",17.75,"Low Fat","Dairy",250.175,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4234.55459194874
"287","FDY47",12.6926748288484,"Regular","Breads",131.131,"OUT019",1985,"Small","Tier 1","Grocery Store",-135.530964090721
"288","FDI56",7.325,"Low Fat","Fruits and Vegetables",90.4146,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1988.30147137144
"289","DRD01",12.1,"Regular","Soft Drinks",56.4614,"OUT013",1987,"High","Tier 3","Supermarket Type1",885.847393774494
"290","FDM22",14,"Regular","Snack Foods",54.864,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1082.7562947567
"291","FDH33",12.85,"Low Fat","Snack Foods",42.2428,"OUT013",1987,"High","Tier 3","Supermarket Type1",862.394048204691
"292","DRZ24",7.535,"Low Fat","Soft Drinks",118.444,"OUT013",1987,"High","Tier 3","Supermarket Type1",2348.43317552653
"293","NCQ38",16.35,"Low Fat","Others",105.228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1566.75427717587
"294","FDO16",10.6784636809994,"Low Fat","Frozen Foods",84.025,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3479.15110424502
"295","FDU07",12.8053499835912,"Low Fat","Fruits and Vegetables",149.2366,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3673.85799345436
"296","NCB07",19.2,"Low Fat","Household",194.511,"OUT013",1987,"High","Tier 3","Supermarket Type1",3322.2627023113
"297","FDU48",18.85,"Low Fat","Baking Goods",132.1284,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1153.16801865905
"298","NCM43",14.5,"Low Fat","Others",165.121,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2541.07343612598
"299","FDR31",6.46,"Regular","Fruits and Vegetables",144.4102,"OUT010",1998,"Small","Tier 3","Grocery Store",765.394254665318
"300","DRK49",14.15,"Low Fat","Soft Drinks",41.1138,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",334.282596611704
"301","NCI30",20.25,"Low Fat","Household",244.746,"OUT010",1998,"Small","Tier 3","Grocery Store",915.233358031838
"302","DRD60",15.7,"Low Fat","Soft Drinks",181.1634,"OUT017",2007,"High","Tier 2","Supermarket Type1",3086.0009907702
"303","NCG19",20.25,"Low Fat","Household",235.3616,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2284.59827598694
"304","FDH12",9.6,"LF","Baking Goods",105.028,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1838.77604352927
"305","FDM32",20.5,"Low Fat","Fruits and Vegetables",91.683,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1508.31383385351
"306","FDM27",12.35,"Regular","Meat",156.0946,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2674.62797897185
"307","NCU53",12.9272162384256,"Low Fat","Health and Hygiene",165.7842,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3241.14617902831
"308","NCQ18",15.75,"Low Fat","Household",99.17,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1674.53956970376
"309","FDS10",19.2,"Low Fat","Snack Foods",179.1318,"OUT013",1987,"High","Tier 3","Supermarket Type1",2854.82336751117
"310","FDB33",14.8044935709611,"Low Fat","Fruits and Vegetables",157.4262,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4708.55525444054
"311","FDI12",9.395,"Regular","Baking Goods",85.8856,"OUT013",1987,"High","Tier 3","Supermarket Type1",1130.20229078743
"312","NCW42",18.2,"Low Fat","Household",221.4456,"OUT013",1987,"High","Tier 3","Supermarket Type1",3204.52041196677
"313","NCC06",19,"Low Fat","Household",128.6336,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2938.94979307645
"314","FDW02",4.805,"Regular","Dairy",125.8704,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2857.93983924601
"315","NCD43",8.85,"Low Fat","Household",104.2964,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1575.44071538939
"316","FDM57",11.65,"Regular","Snack Foods",82.9908,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",824.658340836943
"317","FDA58",9.395,"Low Fat","Snack Foods",236.8932,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2231.89957031119
"318","FDK56",9.695,"Low Fat","Fruits and Vegetables",185.1898,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2950.10267508758
"319","FDP52",18.7,"Regular","Frozen Foods",231.201,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4191.20087105058
"320","FDW20",20.75,"LF","Fruits and Vegetables",123.973,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1636.99130598461
"321","FDS52",8.89,"Low Fat","Frozen Foods",100.4016,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1814.06159640362
"322","NCT29",12.6,"Low Fat","Health and Hygiene",119.8414,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1502.40567822995
"323","NCL54",12.6,"Low Fat","Household",176.6054,"OUT013",1987,"High","Tier 3","Supermarket Type1",2956.35891870611
"324","FDC05",13.1,"Regular","Frozen Foods",198.2768,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2772.29628094911
"325","FDF34",9.3,"Regular","Snack Foods",196.8084,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3063.92967731543
"326","FDP03",12.4948439842978,"Regular","Meat",124.4388,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3436.54548515171
"327","FDD32",17.7,"Regular","Fruits and Vegetables",83.2276,"OUT010",1998,"Small","Tier 3","Grocery Store",-795.799349440912
"328","FDZ10",17.85,"Low Fat","Snack Foods",127.502,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2118.56371429505
"329","FDZ40",8.935,"Low Fat","Frozen Foods",54.1298,"OUT035",2004,"Small","Tier 2","Supermarket Type1",782.745914757818
"330","FDD51",11.15,"Low Fat","Dairy",43.7744,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",208.621667924854
"331","NCY30",13.61742861625,"Low Fat","Household",179.5976,"OUT019",1985,"Small","Tier 1","Grocery Store",1144.37812639101
"332","FDP58",11.1,"LF","Snack Foods",217.9482,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3089.89774340937
"333","FDV49",10,"Low Fat","Canned",264.3226,"OUT017",2007,"High","Tier 2","Supermarket Type1",4558.12569736747
"334","FDY24",11.3718351429858,"Regular","Baking Goods",52.4298,"OUT019",1985,"Small","Tier 1","Grocery Store",-758.055966894823
"335","NCO55",12.8,"Low Fat","Others",107.1938,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1907.74293615544
"336","FDR13",9.895,"Regular","Canned",116.6492,"OUT017",2007,"High","Tier 2","Supermarket Type1",1413.38220132304
"337","FDS51",13.35,"Low Fat","Meat",62.0194,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",630.319838060295
"338","FDP26",7.785,"Low Fat","Dairy",104.7306,"OUT045",2002,"High","Tier 2","Supermarket Type1",1419.8305531362
"339","NCB54",13.2622059961501,"Low Fat","Health and Hygiene",129.2336,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3210.58735349161
"340","FDF32",16.35,"Low Fat","Fruits and Vegetables",197.1426,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2352.98431042734
"341","FDN31",11.5,"Low Fat","Fruits and Vegetables",189.153,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2029.66984199343
"342","DRM48",15.2,"Low Fat","Soft Drinks",36.0848,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",595.088794033344
"343","FDN20",19.35,"Low Fat","Fruits and Vegetables",169.0474,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2951.68800466203
"344","DRL01",19.5,"Regular","Soft Drinks",233.1958,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4524.13031761174
"345","FDV56",16.1,"Regular","Fruits and Vegetables",107.2596,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",570.288980322486
"346","DRH13",12.6391609600794,"Low Fat","Soft Drinks",107.728,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2633.83997455996
"347","FDA03",18.5,"Regular","Dairy",145.6102,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2393.52791080954
"348","FDF47",15.0762975964085,"Low Fat","Starchy Foods",223.8746,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4000.26359272227
"349","FDX32",15.1,"Regular","Fruits and Vegetables",146.4786,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2373.65779896799
"350","FDX57",17.25,"Regular","Snack Foods",96.5068,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1861.06769202994
"351","NCA30",19,"LF","Household",190.5872,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2501.90615028175
"352","FDO49",10.6,"Regular","Breakfast",49.3008,"OUT013",1987,"High","Tier 3","Supermarket Type1",965.679676548877
"353","FDL04",12.2046843780866,"Low Fat","Frozen Foods",105.1622,"OUT019",1985,"Small","Tier 1","Grocery Store",-196.894198696214
"354","DRM48",15.2,"Low Fat","Soft Drinks",37.2848,"OUT035",2004,"Small","Tier 2","Supermarket Type1",658.346577589598
"355","FDR16",5.845,"Regular","Frozen Foods",212.3218,"OUT013",1987,"High","Tier 3","Supermarket Type1",4746.45909086668
"356","NCC19",6.57,"Low Fat","Household",192.682,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3383.16412377567
"357","NCE42",21.1,"Low Fat","Household",235.4958,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4428.90457209637
"358","FDY24",4.88,"Regular","Baking Goods",54.9298,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1327.61086484967
"359","FDH19",19.35,"Low Fat","Meat",175.4738,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3086.96107898766
"360","FDJ46",11.1,"Low Fat","Snack Foods",173.4054,"OUT013",1987,"High","Tier 3","Supermarket Type1",2827.19394884516
"361","FDN45",19.35,"Low Fat","Snack Foods",224.6088,"OUT010",1998,"Medium","Tier 3","Grocery Store",1077.83467409235
"362","FDY08",9.395,"Regular","Fruits and Vegetables",139.9838,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2093.94075944517
"363","FDZ37",8.1,"Regular","Canned",86.6198,"OUT035",2004,"Small","Tier 2","Supermarket Type1",943.968022364606
"364","NCT30",9.1,"LF","Household",47.3718,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",966.25084851217
"365","DRY23",9.395,"Regular","Soft Drinks",41.9112,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",241.115446428342
"366","NCZ30",6.59,"Low Fat","Household",121.7098,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1558.88844726846
"367","FDC44",15.6,"Low Fat","Fruits and Vegetables",113.3518,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1864.28141988609
"368","FDB45",20.85,"Low Fat","Fruits and Vegetables",104.6306,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1750.18883320328
"369","FDY04",17.7,"Regular","Frozen Foods",163.221,"OUT013",1987,"High","Tier 3","Supermarket Type1",2178.05283560249
"370","FDM27",12.35,"reg","Meat",158.8946,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2429.91965840807
